,Transaction_ID,Sale_Date,Shoe_Model,Colorway,Condition,Retail_Price_USD,Resale_Price_USD,Sales_Channel,Days_in_Inventory,Profit_Margin_USD
3842,TRX-103843,2024-01-14,Air Jordan 11 Retro,Concord,VNDS (Very Near Deadstock),230.0,317.95,stadium goods,10.0,87.94999999999999
3843,TRX-103844,2024-01-26,Air Jordan 1 High,Concord,VNDS (Very Near Deadstock),173.0,208.31,walk-in retail,19.0,35.31
3844,TRX-103845,2024-01-31,Air Jordan 11 Retro,Military Blue,VNDS (Very Near Deadstock),225.0,277.11,stockx,13.0,52.110000000000014
3845,TRX-103846,2025-05-23,Air Jordan 1 High,Bred,Used,177.0,139.54,kick hub 2026,30.0,-37.46000000000001
3846,TRX-103847,2024-05-15,Air Jordan 1 High,Pine Green,Used,188.0,116.41,goat,11.0,-71.59
3847,TRX-103848,2024-11-30,Air Jordan 4 Retro,Bred,Used,218.0,129.02,stadium goods,47.0,-88.97999999999999
3848,TRX-103849,2025-07-14,Air Jordan 3 Retro,Military Blue,Used,209.0,176.17,walk-in retail,55.0,-32.83000000000001
3849,TRX-103850,2023-06-16,Air Jordan 3 Retro,Military Blue,VNDS (Very Near Deadstock),204.0,242.88,stockx,1.0,38.88
3851,TRX-103852,2025-07-28,Air Jordan 1 Low,Lost & Found,Deadstock (Brand New),126.0,170.68,stadium goods,40.0,44.68000000000001
3852,TRX-103853,2025-01-16,Air Jordan 4 Retro,Mocha,VNDS (Very Near Deadstock),221.0,224.1,stockx,13.0,3.0999999999999943
3853,TRX-103854,2024-11-09,Air Jordan 3 Retro,Chicago,Used,200.0,110.78,stockx,13.0,-89.22
3854,TRX-103855,2024-05-21,Air Jordan 1 Low,Lost & Found,Used,114.0,74.76,stockx,4.0,-39.24
3855,TRX-103856,2023-12-05,Air Jordan 3 Retro,Bred,VNDS (Very Near Deadstock),207.0,194.71,stockx,10.0,-12.289999999999992
3856,TRX-103857,2024-04-03,Air Jordan 1 Low,Mocha,VNDS (Very Near Deadstock),127.0,131.82,walk-in retail,10.0,4.819999999999993
3857,TRX-103858,2024-05-06,Air Jordan 3 Retro,Pine Green,VNDS (Very Near Deadstock),204.0,216.86,walk-in retail,35.0,12.860000000000014
3858,TRX-103859,2024-06-10,Air Jordan 11 Retro,Military Blue,Used,229.0,190.14,kick hub 2026,33.0,-38.860000000000014
3859,TRX-103860,2024-08-23,Air Jordan 11 Retro,Chicago,Used,230.0,178.85,goat,14.0,-51.150000000000006
3860,TRX-103861,2023-05-23,Air Jordan 4 Retro,Chicago,Deadstock (Brand New),215.0,280.08,walk-in retail,45.0,65.07999999999998
3861,TRX-103862,2024-01-12,Air Jordan 4 Retro,Lost & Found,VNDS (Very Near Deadstock),224.0,306.28,goat,14.0,82.27999999999997
3862,TRX-103863,2024-02-22,Air Jordan 4 Retro,Black Cat,VNDS (Very Near Deadstock),210.0,209.62,stockx,3.0,-0.3799999999999954
3863,TRX-103864,2024-11-27,Air Jordan 11 Retro,Mocha,VNDS (Very Near Deadstock),226.0,313.25,kick hub 2026,49.0,87.25
3864,TRX-103865,2025-01-10,Air Jordan 4 Retro,Mocha,Deadstock (Brand New),223.0,447.97,walk-in retail,28.0,224.97000000000003
3866,TRX-103867,2025-06-29,Air Jordan 1 High,Black Cat,VNDS (Very Near Deadstock),171.0,203.83,walk-in retail,32.0,32.83000000000001
3867,TRX-103868,2023-08-15,Air Jordan 1 High,Military Blue,Used,175.0,132.19,stadium goods,46.0,-42.81
3868,TRX-103869,2023-10-01,Air Jordan 11 Retro,Military Blue,VNDS (Very Near Deadstock),228.0,317.83,walk-in retail,5.0,89.82999999999998
3869,TRX-103870,2023-09-23,Air Jordan 3 Retro,Military Blue,Deadstock (Brand New),209.0,592.27,stockx,2.0,383.27
3870,TRX-103871,2025-02-06,Air Jordan 4 Retro,Lost & Found,VNDS (Very Near Deadstock),220.0,245.61,goat,13.0,25.610000000000014
3871,TRX-103872,2024-06-12,Air Jordan 1 High,Black Cat,Used,184.0,96.17,kick hub 2026,53.0,-87.83
3872,TRX-103873,2024-08-14,Air Jordan 1 Low,Mocha,Deadstock (Brand New),129.0,334.75,stadium goods,57.0,205.75
3873,TRX-103874,2023-11-26,Air Jordan 1 High,Bred,Deadstock (Brand New),189.0,451.01,stadium goods,25.0,262.01
3874,TRX-103875,2023-04-22,Air Jordan 1 Low,Chicago,VNDS (Very Near Deadstock),136.0,150.56,goat,1.0,14.560000000000002
3875,TRX-103876,2024-02-06,Air Jordan 11 Retro,Pine Green,Used,226.0,150.68,walk-in retail,59.0,-75.32
3876,TRX-103877,2023-05-18,Air Jordan 11 Retro,Concord,Deadstock (Brand New),228.0,696.13,walk-in retail,22.0,468.13
3877,TRX-103878,2023-09-20,Air Jordan 1 Low,Chicago,VNDS (Very Near Deadstock),138.0,141.21,kick hub 2026,29.0,3.210000000000008
3878,TRX-103879,2025-03-16,Air Jordan 1 High,Black Cat,Deadstock (Brand New),179.0,281.46,stockx,7.0,102.45999999999998
3879,TRX-103880,2023-02-22,Air Jordan 3 Retro,Pine Green,Deadstock (Brand New),203.0,522.52,stockx,14.0,319.52
3880,TRX-103881,2025-01-16,Air Jordan 3 Retro,Sail,Used,205.0,127.42,walk-in retail,57.0,-77.58
3881,TRX-103882,2023-01-17,Air Jordan 11 Retro,Black Cat,Used,227.0,204.0,walk-in retail,31.0,-23.0
3882,TRX-103883,2023-03-07,Air Jordan 1 High,Lost & Found,Deadstock (Brand New),176.0,526.58,walk-in retail,45.0,350.58000000000004
3883,TRX-103884,2024-01-25,Air Jordan 4 Retro,Lost & Found,VNDS (Very Near Deadstock),211.0,286.0,goat,11.0,75.0
3884,TRX-103885,2024-08-09,Air Jordan 1 Low,Pine Green,VNDS (Very Near Deadstock),115.0,169.64,goat,10.0,54.63999999999999
3885,TRX-103886,2023-08-15,Air Jordan 1 High,Lost & Found,VNDS (Very Near Deadstock),170.0,246.25,stadium goods,50.0,76.25
3886,TRX-103887,2024-12-15,Air Jordan 1 Low,Chicago,VNDS (Very Near Deadstock),111.0,129.99,goat,2.0,18.99000000000001
3887,TRX-103888,2023-03-21,Air Jordan 1 High,Mocha,Deadstock (Brand New),180.0,525.87,walk-in retail,48.0,345.87
3888,TRX-103889,2024-11-25,Air Jordan 4 Retro,Bred,Deadstock (Brand New),225.0,429.8,stockx,13.0,204.8
3889,TRX-103890,2023-02-14,Air Jordan 1 Low,Lost & Found,VNDS (Very Near Deadstock),125.0,152.5,stadium goods,34.0,27.5
3890,TRX-103891,2023-07-15,Air Jordan 3 Retro,Pine Green,Used,210.0,160.84,walk-in retail,52.0,-49.16
3891,TRX-103892,2024-03-21,Air Jordan 1 Low,Chicago,Used,137.0,117.39,stadium goods,29.0,-19.61
3892,TRX-103893,2024-12-17,Air Jordan 1 Low,Black Cat,Deadstock (Brand New),133.0,166.23,kick hub 2026,26.0,33.22999999999999
3893,TRX-103894,2025-01-20,Air Jordan 1 Low,Pine Green,Used,122.0,63.71,goat,5.0,-58.29
3894,TRX-103895,2023-10-27,Air Jordan 3 Retro,Pine Green,VNDS (Very Near Deadstock),207.0,220.21,kick hub 2026,30.0,13.210000000000008
3895,TRX-103896,2025-01-03,Air Jordan 11 Retro,Chicago,VNDS (Very Near Deadstock),227.0,234.67,stockx,14.0,7.6699999999999875
3896,TRX-103897,2025-01-09,Air Jordan 1 Low,Pine Green,Deadstock (Brand New),128.0,222.39,stockx,2.0,94.39
3897,TRX-103898,2025-02-05,Air Jordan 1 Low,Bred,Deadstock (Brand New),126.0,367.72,stockx,9.0,241.72000000000003
3898,TRX-103899,2023-08-14,Air Jordan 4 Retro,Sail,VNDS (Very Near Deadstock),217.0,282.09,walk-in retail,20.0,65.08999999999997
3899,TRX-103900,2023-04-13,Air Jordan 3 Retro,Chicago,Deadstock (Brand New),201.0,531.6,kick hub 2026,13.0,330.6
3900,TRX-103901,2024-07-17,Air Jordan 1 Low,Chicago,Deadstock (Brand New),110.0,133.75,walk-in retail,29.0,23.75
3901,TRX-103902,2025-06-04,Air Jordan 1 Low,Pine Green,VNDS (Very Near Deadstock),110.0,112.42,kick hub 2026,9.0,2.4200000000000017
3902,TRX-103903,2024-06-14,Air Jordan 1 Low,Mocha,Deadstock (Brand New),135.0,412.64,goat,5.0,277.64
3903,TRX-103904,2025-04-13,Air Jordan 1 High,Chicago,Deadstock (Brand New),176.0,227.75,kick hub 2026,20.0,51.75
3904,TRX-103905,2023-11-05,Air Jordan 3 Retro,Concord,Used,208.0,155.78,stadium goods,23.0,-52.22
3905,TRX-103906,2023-09-23,Air Jordan 11 Retro,Black Cat,VNDS (Very Near Deadstock),230.0,249.18,goat,7.0,19.180000000000007
3906,TRX-103907,2024-08-03,Air Jordan 11 Retro,Bred,VNDS (Very Near Deadstock),227.0,268.74,goat,10.0,41.74000000000001
3907,TRX-103908,2024-07-13,Air Jordan 1 Low,Concord,Deadstock (Brand New),140.0,296.1,goat,2.0,156.10000000000002
3908,TRX-103909,2025-02-28,Air Jordan 11 Retro,Bred,Used,229.0,190.97,walk-in retail,27.0,-38.03
3909,TRX-103910,2023-02-17,Air Jordan 1 High,Concord,Deadstock (Brand New),176.0,372.21,kick hub 2026,10.0,196.21
3910,TRX-103911,2023-02-19,Air Jordan 4 Retro,Black Cat,Deadstock (Brand New),214.0,676.14,kick hub 2026,11.0,462.14
3911,TRX-103912,2025-01-07,Air Jordan 1 High,Military Blue,Used,190.0,160.2,walk-in retail,58.0,-29.80000000000001
3912,TRX-103913,2024-01-13,Air Jordan 11 Retro,Mocha,Deadstock (Brand New),230.0,469.03,stadium goods,26.0,239.03
3913,TRX-103914,2024-06-11,Air Jordan 4 Retro,Bred,Deadstock (Brand New),224.0,360.81,walk-in retail,59.0,136.81
3914,TRX-103915,2025-07-29,Air Jordan 1 High,Mocha,Deadstock (Brand New),186.0,431.45,goat,1.0,245.45
3915,TRX-103916,2023-05-05,Air Jordan 11 Retro,Sail,Used,229.0,196.37,goat,11.0,-32.629999999999995
3916,TRX-103917,2024-04-21,Air Jordan 4 Retro,Concord,Used,220.0,166.48,goat,12.0,-53.52000000000001
3917,TRX-103918,2024-08-10,Air Jordan 1 High,Sail,VNDS (Very Near Deadstock),173.0,189.05,stadium goods,45.0,16.05000000000001
3918,TRX-103919,2025-07-09,Air Jordan 4 Retro,Pine Green,Deadstock (Brand New),222.0,517.56,walk-in retail,44.0,295.55999999999995
3919,TRX-103920,2023-09-24,Air Jordan 4 Retro,Pine Green,VNDS (Very Near Deadstock),217.0,314.8,kick hub 2026,33.0,97.8
3920,TRX-103921,2024-07-05,Air Jordan 3 Retro,Pine Green,VNDS (Very Near Deadstock),201.0,276.69,stockx,3.0,75.69
3921,TRX-103922,2024-10-13,Air Jordan 1 Low,Chicago,Used,129.0,82.09,goat,1.0,-46.91
3922,TRX-103923,2023-11-08,Air Jordan 4 Retro,Chicago,Used,214.0,158.74,walk-in retail,56.0,-55.25999999999999
3923,TRX-103924,2024-01-07,Air Jordan 3 Retro,Military Blue,VNDS (Very Near Deadstock),208.0,199.04,stockx,2.0,-8.960000000000008
3924,TRX-103925,2023-11-29,Air Jordan 4 Retro,Pine Green,VNDS (Very Near Deadstock),223.0,316.03,stockx,11.0,93.02999999999996
3925,TRX-103926,2025-01-12,Air Jordan 1 High,Black Cat,Deadstock (Brand New),189.0,355.07,stockx,13.0,166.07
3926,TRX-103927,2023-02-28,Air Jordan 3 Retro,Concord,Used,206.0,177.19,stockx,2.0,-28.81
3927,TRX-103928,2023-11-11,Air Jordan 1 Low,Pine Green,Deadstock (Brand New),135.0,340.03,stadium goods,49.0,205.03
3928,TRX-103929,2023-03-09,Air Jordan 4 Retro,Chicago,VNDS (Very Near Deadstock),225.0,273.78,kick hub 2026,40.0,48.77999999999997
3929,TRX-103930,2024-07-07,Air Jordan 3 Retro,Black Cat,Deadstock (Brand New),208.0,493.37,stockx,12.0,285.37
3930,TRX-103931,2024-10-27,Air Jordan 1 Low,Concord,Used,119.0,105.18,stadium goods,34.0,-13.819999999999991
3931,TRX-103932,2024-11-18,Air Jordan 1 High,Lost & Found,Deadstock (Brand New),175.0,577.42,kick hub 2026,50.0,402.42
3932,TRX-103933,2024-04-04,Air Jordan 3 Retro,Black Cat,Deadstock (Brand New),207.0,592.39,kick hub 2026,52.0,385.39
3933,TRX-103934,2025-07-05,Air Jordan 1 High,Pine Green,Used,190.0,148.36,stadium goods,29.0,-41.63999999999999
3934,TRX-103935,2023-04-23,Air Jordan 1 Low,Bred,VNDS (Very Near Deadstock),138.0,147.73,stadium goods,54.0,9.72999999999999
3935,TRX-103936,2025-03-13,Air Jordan 3 Retro,Black Cat,Used,209.0,164.4,stockx,5.0,-44.6
3936,TRX-103937,2024-01-06,Air Jordan 4 Retro,Chicago,Used,225.0,179.4,stadium goods,58.0,-45.6
3937,TRX-103938,2023-10-31,Air Jordan 1 Low,Military Blue,VNDS (Very Near Deadstock),136.0,198.75,goat,9.0,62.75
3938,TRX-103939,2024-06-28,Air Jordan 4 Retro,Lost & Found,Deadstock (Brand New),214.0,335.01,stadium goods,17.0,121.01
3939,TRX-103940,2024-05-27,Air Jordan 3 Retro,Black Cat,VNDS (Very Near Deadstock),203.0,301.78,goat,5.0,98.77999999999996
3940,TRX-103941,2024-06-19,Air Jordan 1 High,Black Cat,Used,171.0,151.21,walk-in retail,11.0,-19.789999999999992
3941,TRX-103942,2025-04-21,Air Jordan 1 High,Lost & Found,Used,189.0,96.17,stadium goods,20.0,-92.83
3942,TRX-103943,2025-07-06,Air Jordan 3 Retro,Concord,VNDS (Very Near Deadstock),202.0,217.37,goat,4.0,15.370000000000005
3943,TRX-103944,2025-05-17,Air Jordan 3 Retro,Bred,VNDS (Very Near Deadstock),208.0,229.58,stadium goods,18.0,21.580000000000013
3944,TRX-103945,2024-11-18,Air Jordan 1 Low,Mocha,Used,118.0,102.5,walk-in retail,50.0,-15.5
3945,TRX-103946,2023-01-28,Air Jordan 3 Retro,Chicago,VNDS (Very Near Deadstock),200.0,298.18,stockx,12.0,98.18
3946,TRX-103947,2023-10-27,Air Jordan 4 Retro,Pine Green,Used,220.0,196.51,stockx,7.0,-23.49000000000001
3947,TRX-103948,2025-09-03,Air Jordan 1 Low,Military Blue,VNDS (Very Near Deadstock),123.0,133.06,kick hub 2026,50.0,10.060000000000002
3948,TRX-103949,2025-03-06,Air Jordan 1 Low,Military Blue,VNDS (Very Near Deadstock),137.0,124.7,stockx,1.0,-12.299999999999995
3949,TRX-103950,2025-03-09,Air Jordan 4 Retro,Sail,VNDS (Very Near Deadstock),211.0,232.66,goat,7.0,21.66
3950,TRX-103951,2024-10-07,Air Jordan 1 High,Bred,Deadstock (Brand New),173.0,326.57,kick hub 2026,33.0,153.57
3951,TRX-103952,2023-01-30,Air Jordan 3 Retro,Concord,VNDS (Very Near Deadstock),210.0,198.0,goat,8.0,-12.0
3952,TRX-103953,2025-03-23,Air Jordan 1 Low,Military Blue,Deadstock (Brand New),110.0,280.27,stockx,2.0,170.26999999999998
3953,TRX-103954,2024-07-13,Air Jordan 1 Low,Military Blue,Used,133.0,75.33,kick hub 2026,21.0,-57.67
3954,TRX-103955,2023-08-19,Air Jordan 1 Low,Concord,Used,123.0,87.56,goat,6.0,-35.44
3955,TRX-103956,2024-04-06,Air Jordan 1 High,Black Cat,VNDS (Very Near Deadstock),180.0,169.3,stockx,4.0,-10.699999999999989
3956,TRX-103957,2025-05-14,Air Jordan 1 High,Military Blue,Deadstock (Brand New),183.0,604.06,goat,9.0,421.06
3957,TRX-103958,2024-06-01,Air Jordan 11 Retro,Mocha,Deadstock (Brand New),228.0,287.62,kick hub 2026,13.0,59.620000000000005
3958,TRX-103959,2023-01-10,Air Jordan 3 Retro,Chicago,VNDS (Very Near Deadstock),204.0,282.94,walk-in retail,47.0,78.94
3959,TRX-103960,2023-10-25,Air Jordan 4 Retro,Bred,VNDS (Very Near Deadstock),220.0,296.78,goat,12.0,76.77999999999997
3960,TRX-103961,2023-10-14,Air Jordan 3 Retro,Black Cat,VNDS (Very Near Deadstock),207.0,186.92,stadium goods,48.0,-20.080000000000013
3961,TRX-103962,2024-01-07,Air Jordan 3 Retro,Lost & Found,VNDS (Very Near Deadstock),200.0,263.54,stadium goods,58.0,63.54000000000002
3962,TRX-103963,2024-02-17,Air Jordan 4 Retro,Concord,Used,215.0,130.35,goat,13.0,-84.65
3963,TRX-103964,2023-10-08,Air Jordan 4 Retro,Chicago,Deadstock (Brand New),213.0,586.62,goat,10.0,373.62
3964,TRX-103965,2024-10-12,Air Jordan 3 Retro,Concord,VNDS (Very Near Deadstock),207.0,198.02,walk-in retail,56.0,-8.97999999999999
3965,TRX-103966,2023-06-27,Air Jordan 3 Retro,Concord,Deadstock (Brand New),201.0,339.72,walk-in retail,58.0,138.72000000000003
3966,TRX-103967,2023-10-04,Air Jordan 1 High,Concord,Deadstock (Brand New),172.0,437.71,stadium goods,33.0,265.71
3967,TRX-103968,2024-09-03,Air Jordan 3 Retro,Black Cat,VNDS (Very Near Deadstock),201.0,245.65,stockx,11.0,44.650000000000006
3968,TRX-103969,2023-09-03,Air Jordan 1 High,Lost & Found,VNDS (Very Near Deadstock),170.0,167.68,kick hub 2026,34.0,-2.319999999999993
3969,TRX-103970,2024-05-28,Air Jordan 11 Retro,Mocha,Deadstock (Brand New),230.0,675.44,walk-in retail,45.0,445.44000000000005
3970,TRX-103971,2024-03-26,Air Jordan 4 Retro,Mocha,VNDS (Very Near Deadstock),215.0,266.58,stadium goods,21.0,51.579999999999984
3971,TRX-103972,2023-11-25,Air Jordan 3 Retro,Mocha,VNDS (Very Near Deadstock),208.0,251.18,walk-in retail,44.0,43.18000000000001
3972,TRX-103973,2025-03-12,Air Jordan 4 Retro,Lost & Found,VNDS (Very Near Deadstock),213.0,289.78,stockx,5.0,76.77999999999997
3973,TRX-103974,2024-06-14,Air Jordan 1 Low,Military Blue,VNDS (Very Near Deadstock),117.0,115.11,stadium goods,47.0,-1.8900000000000008
3974,TRX-103975,2023-07-28,Air Jordan 11 Retro,Black Cat,VNDS (Very Near Deadstock),230.0,229.47,stockx,13.0,-0.5300000000000011
3975,TRX-103976,2023-02-10,Air Jordan 3 Retro,Pine Green,Deadstock (Brand New),206.0,649.75,stadium goods,33.0,443.75
3976,TRX-103977,2024-03-20,Air Jordan 1 Low,Lost & Found,Used,121.0,91.72,kick hub 2026,16.0,-29.28
3977,TRX-103978,2024-09-16,Air Jordan 3 Retro,Bred,Used,205.0,138.01,goat,7.0,-66.99000000000001
3978,TRX-103979,2025-04-30,Air Jordan 1 Low,Mocha,VNDS (Very Near Deadstock),116.0,149.4,goat,9.0,33.400000000000006
3979,TRX-103980,2023-12-12,Air Jordan 1 Low,Chicago,VNDS (Very Near Deadstock),119.0,149.06,stadium goods,33.0,30.06
3980,TRX-103981,2025-09-06,Air Jordan 11 Retro,Military Blue,VNDS (Very Near Deadstock),225.0,238.84,stockx,8.0,13.840000000000003
3981,TRX-103982,2024-07-22,Air Jordan 1 Low,Black Cat,Used,126.0,66.55,walk-in retail,35.0,-59.45
3982,TRX-103983,2023-09-21,Air Jordan 1 High,Mocha,Deadstock (Brand New),183.0,369.94,stadium goods,50.0,186.94
3983,TRX-103984,2024-09-04,Air Jordan 1 High,Black Cat,VNDS (Very Near Deadstock),183.0,212.29,stadium goods,49.0,29.289999999999992
3984,TRX-103985,2025-07-28,Air Jordan 4 Retro,Pine Green,VNDS (Very Near Deadstock),213.0,265.35,kick hub 2026,37.0,52.35000000000002
3985,TRX-103986,2023-08-24,Air Jordan 11 Retro,Sail,Deadstock (Brand New),229.0,622.39,stadium goods,30.0,393.39
3986,TRX-103987,2023-07-24,Air Jordan 4 Retro,Sail,Used,217.0,150.08,stockx,1.0,-66.91999999999999
3987,TRX-103988,2025-04-27,Air Jordan 3 Retro,Military Blue,Deadstock (Brand New),206.0,429.51,stadium goods,58.0,223.51
3988,TRX-103989,2023-08-29,Air Jordan 11 Retro,Bred,VNDS (Very Near Deadstock),226.0,222.13,goat,12.0,-3.870000000000005
3989,TRX-103990,2024-11-16,Air Jordan 1 Low,Lost & Found,Used,136.0,74.36,stockx,2.0,-61.64
3990,TRX-103991,2024-08-28,Air Jordan 4 Retro,Military Blue,Used,221.0,147.04,walk-in retail,9.0,-73.96000000000001
3991,TRX-103992,2025-06-17,Air Jordan 1 Low,Lost & Found,Deadstock (Brand New),119.0,162.34,stadium goods,35.0,43.34
3992,TRX-103993,2024-10-28,Air Jordan 1 Low,Pine Green,Used,128.0,88.06,goat,8.0,-39.94
3993,TRX-103994,2025-08-06,Air Jordan 1 High,Concord,VNDS (Very Near Deadstock),173.0,183.74,goat,10.0,10.740000000000007
3994,TRX-103995,2023-11-09,Air Jordan 1 Low,Concord,VNDS (Very Near Deadstock),131.0,171.87,stadium goods,14.0,40.870000000000005
3995,TRX-103996,2025-05-14,Air Jordan 4 Retro,Black Cat,Deadstock (Brand New),215.0,667.55,stockx,13.0,452.55
3996,TRX-103997,2023-09-29,Air Jordan 3 Retro,Lost & Found,Deadstock (Brand New),207.0,512.91,stadium goods,23.0,305.91
3997,TRX-103998,2024-09-20,Air Jordan 1 High,Chicago,Used,183.0,151.58,stadium goods,29.0,-31.419999999999987
3998,TRX-103999,2024-11-24,Air Jordan 1 High,Pine Green,Used,173.0,150.96,stockx,12.0,-22.039999999999992
3999,TRX-104000,2023-07-05,Air Jordan 3 Retro,Concord,Used,205.0,116.68,stockx,4.0,-88.32
4000,TRX-104001,2023-11-10,Air Jordan 3 Retro,Pine Green,Used,204.0,169.08,stockx,12.0,-34.91999999999999
4001,TRX-104002,2025-06-18,Air Jordan 3 Retro,Mocha,Deadstock (Brand New),204.0,265.94,goat,4.0,61.94
4002,TRX-104003,2025-03-31,Air Jordan 1 Low,Lost & Found,Deadstock (Brand New),121.0,153.63,stockx,2.0,32.629999999999995
4003,TRX-104004,2023-09-19,Air Jordan 1 Low,Bred,Deadstock (Brand New),133.0,212.12,goat,12.0,79.12
4004,TRX-104005,2025-05-18,Air Jordan 1 High,Pine Green,Deadstock (Brand New),170.0,426.81,goat,2.0,256.81
4005,TRX-104006,2023-01-22,Air Jordan 3 Retro,Pine Green,Deadstock (Brand New),207.0,690.72,walk-in retail,11.0,483.72
4006,TRX-104007,2023-12-30,Air Jordan 1 Low,Pine Green,Deadstock (Brand New),135.0,350.9,goat,13.0,215.9
4007,TRX-104008,2024-08-09,Air Jordan 11 Retro,Sail,Used,225.0,196.75,stockx,13.0,-28.25
4008,TRX-104009,2023-07-23,Air Jordan 11 Retro,Black Cat,Used,226.0,175.38,goat,1.0,-50.620000000000005
4009,TRX-104010,2024-10-13,Air Jordan 3 Retro,Concord,Used,203.0,113.84,stadium goods,8.0,-89.16
4010,TRX-104011,2024-04-14,Air Jordan 3 Retro,Military Blue,VNDS (Very Near Deadstock),200.0,283.83,kick hub 2026,39.0,83.82999999999998
4011,TRX-104012,2024-07-09,Air Jordan 4 Retro,Lost & Found,Used,210.0,155.35,stockx,8.0,-54.650000000000006
4012,TRX-104013,2024-09-08,Air Jordan 1 Low,Sail,VNDS (Very Near Deadstock),113.0,105.02,goat,2.0,-7.980000000000004
4013,TRX-104014,2023-08-29,Air Jordan 4 Retro,Black Cat,Used,218.0,156.08,stadium goods,39.0,-61.91999999999999
4014,TRX-104015,2025-01-16,Air Jordan 3 Retro,Bred,VNDS (Very Near Deadstock),207.0,253.39,stadium goods,38.0,46.38999999999999
4015,TRX-104016,2023-09-23,Air Jordan 11 Retro,Black Cat,Deadstock (Brand New),229.0,440.54,walk-in retail,31.0,211.54
4016,TRX-104017,2025-04-02,Air Jordan 3 Retro,Bred,Deadstock (Brand New),210.0,579.9,stadium goods,32.0,369.9
4017,TRX-104018,2024-08-26,Air Jordan 1 Low,Concord,Used,132.0,88.91,walk-in retail,53.0,-43.09
4018,TRX-104019,2025-02-10,Air Jordan 1 High,Lost & Found,VNDS (Very Near Deadstock),190.0,206.95,kick hub 2026,43.0,16.94999999999999
4019,TRX-104020,2023-02-02,Air Jordan 3 Retro,Pine Green,Used,204.0,154.16,walk-in retail,47.0,-49.84
4020,TRX-104021,2025-09-13,Air Jordan 1 Low,Military Blue,Deadstock (Brand New),111.0,151.57,stockx,2.0,40.56999999999999
4021,TRX-104022,2024-11-27,Air Jordan 3 Retro,Military Blue,Deadstock (Brand New),210.0,330.03,goat,10.0,120.02999999999996
4022,TRX-104023,2023-08-17,Air Jordan 3 Retro,Pine Green,VNDS (Very Near Deadstock),210.0,191.53,stadium goods,36.0,-18.47
4023,TRX-104024,2025-06-05,Air Jordan 4 Retro,Military Blue,Deadstock (Brand New),218.0,655.73,stockx,8.0,437.73
4024,TRX-104025,2024-06-01,Air Jordan 11 Retro,Black Cat,Deadstock (Brand New),227.0,522.32,stadium goods,52.0,295.32000000000005
4025,TRX-104026,2023-06-11,Air Jordan 1 Low,Chicago,Deadstock (Brand New),114.0,309.17,stockx,3.0,195.17
4026,TRX-104027,2024-03-23,Air Jordan 4 Retro,Mocha,Deadstock (Brand New),217.0,455.54,stadium goods,55.0,238.54
4027,TRX-104028,2023-05-21,Air Jordan 11 Retro,Pine Green,Deadstock (Brand New),229.0,479.86,stockx,11.0,250.86
4028,TRX-104029,2023-02-12,Air Jordan 3 Retro,Pine Green,Used,200.0,149.67,kick hub 2026,42.0,-50.33000000000001
4029,TRX-104030,2023-07-21,Air Jordan 11 Retro,Mocha,Deadstock (Brand New),228.0,678.46,stockx,8.0,450.46
4030,TRX-104031,2023-07-31,Air Jordan 3 Retro,Mocha,Used,203.0,154.11,stockx,5.0,-48.88999999999999
4031,TRX-104032,2024-11-12,Air Jordan 3 Retro,Black Cat,Used,202.0,139.14,goat,14.0,-62.860000000000014
4032,TRX-104033,2023-02-25,Air Jordan 1 Low,Military Blue,Deadstock (Brand New),110.0,334.53,kick hub 2026,5.0,224.53
4033,TRX-104034,2025-05-31,Air Jordan 1 High,Pine Green,Used,178.0,101.96,goat,6.0,-76.04
4034,TRX-104035,2023-04-07,Air Jordan 11 Retro,Chicago,Deadstock (Brand New),225.0,504.61,kick hub 2026,12.0,279.61
4035,TRX-104036,2025-07-30,Air Jordan 11 Retro,Black Cat,Used,225.0,141.36,walk-in retail,48.0,-83.63999999999999
4036,TRX-104037,2025-08-15,Air Jordan 1 Low,Black Cat,Deadstock (Brand New),110.0,339.08,stockx,10.0,229.08
4037,TRX-104038,2023-02-12,Air Jordan 3 Retro,Black Cat,Used,209.0,154.04,walk-in retail,11.0,-54.96000000000001
4038,TRX-104039,2024-09-23,Air Jordan 1 High,Mocha,VNDS (Very Near Deadstock),188.0,201.19,walk-in retail,55.0,13.189999999999998
4039,TRX-104040,2024-01-09,Air Jordan 1 Low,Sail,Used,137.0,119.64,walk-in retail,56.0,-17.36
4040,TRX-104041,2023-11-04,Air Jordan 4 Retro,Mocha,Deadstock (Brand New),211.0,553.32,stadium goods,58.0,342.32000000000005
4041,TRX-104042,2024-03-03,Air Jordan 1 High,Concord,Used,178.0,117.98,stockx,1.0,-60.02
4042,TRX-104043,2023-11-21,Air Jordan 4 Retro,Lost & Found,VNDS (Very Near Deadstock),218.0,297.74,kick hub 2026,47.0,79.74000000000001
4043,TRX-104044,2024-07-19,Air Jordan 4 Retro,Concord,Used,220.0,129.76,kick hub 2026,23.0,-90.24
4044,TRX-104045,2025-03-08,Air Jordan 1 High,Bred,Used,178.0,132.4,goat,3.0,-45.6
4045,TRX-104046,2023-10-26,Air Jordan 3 Retro,Pine Green,VNDS (Very Near Deadstock),205.0,212.62,stadium goods,31.0,7.620000000000003
4046,TRX-104047,2023-02-18,Air Jordan 1 High,Bred,Used,171.0,144.82,stadium goods,29.0,-26.180000000000007
